x,y
503,156.79999999999995
500,156.79999999999995
501,154.39999999999998
496,154.39999999999998
253,264.79999999999995
493,154.39999999999998
491,152.0
254,264.79999999999995
489,152.0
486,149.60000000000002
483,149.60000000000002
256,262.4
481,147.19999999999993
505,-140.8
479,147.19999999999993
258,262.4
476,147.19999999999993
259,262.4
474,144.79999999999995
260,262.4
472,144.79999999999995
469,142.39999999999998
467,142.39999999999998
465,142.39999999999998
463,140.0
711,-148.0
460,140.0
458,140.0
266,260.0
455,137.60000000000002
524,-229.6
453,137.60000000000002
451,137.60000000000002
448,135.19999999999993
446,135.19999999999993
269,257.6
444,132.79999999999995
441,132.79999999999995
439,132.79999999999995
271,255.19999999999993
458,137.60000000000002
437,130.39999999999998
434,130.39999999999998
272,255.19999999999993
432,130.39999999999998
429,128.0
427,128.0
449,132.79999999999995
425,125.60000000000002
422,125.60000000000002
274,250.39999999999998
420,123.19999999999993
417,123.19999999999993
415,123.19999999999993
413,120.79999999999995
276,250.39999999999998
410,120.79999999999995
408,118.39999999999998
405,118.39999999999998
278,250.39999999999998
403,118.39999999999998
278,250.39999999999998
401,116.0
279,248.0
396,116.0
396,113.60000000000002
393,113.60000000000002
391,113.60000000000002
282,245.60000000000002
388,111.19999999999999
386,108.79999999999995
384,108.79999999999995
382,108.79999999999995
406,113.60000000000002
379,106.39999999999998
377,106.39999999999998
374,104.0
286,240.79999999999995
370,104.0
368,104.0
390,108.79999999999995
367,101.59999999999997
363,101.59999999999997
361,99.19999999999999
359,99.19999999999999
353,96.79999999999995
351,96.79999999999995
348,104.0
372,96.79999999999995
346,94.39999999999998
344,94.39999999999998
291,233.60000000000002
341,92.0
339,92.0
293,231.19999999999993
341,89.59999999999997
513,-102.40000000000003
293,231.19999999999993
334,89.59999999999997
334,89.59999999999997
294,231.19999999999993
332,87.19999999999999
295,231.19999999999993
330,87.19999999999999
295,228.79999999999995
325,84.79999999999995
296,231.19999999999993
325,84.79999999999995
320,82.39999999999998
297,226.39999999999998
318,82.39999999999998
316,82.39999999999998
313,80.0
311,80.0
308,80.0
306,77.59999999999997
304,77.59999999999997
490,-143.2
301,75.19999999999999
399,-76.0
507,-133.60000000000002
299,75.19999999999999
296,82.39999999999998
318,72.79999999999995
655,29.599999999999966
522,-128.8
706,-143.2
540,-188.8
304,219.19999999999993
294,72.79999999999995
304,219.19999999999993
292,72.79999999999995
289,80.0
311,70.39999999999998
138,-40.0
287,70.39999999999998
201,-30.400000000000034
512,-212.8
287,77.59999999999997
306,68.0
206,-30.400000000000034
112,-88.0
385,-92.80000000000001
620,-112.0
50,-136.0
495,-138.40000000000003
307,214.39999999999998
282,68.0
280,75.19999999999999
303,68.0
307,214.39999999999998
278,65.59999999999997
275,65.59999999999997
308,212.0
273,72.79999999999995
296,63.19999999999999
271,63.19999999999999
308,212.0
268,63.19999999999999
723,-42.400000000000034
